key,value,time
#DotardTrump,0,8:26 PM
#DotardTrump,2,8:27 PM
#DotardTrump,0,8:28 PM
#DotardTrump,2,8:29 PM
#DotardTrump,2,8:30 PM
#DotardTrump,2,8:31 PM
#DotardTrump,3,8:32 PM
#DotardTrump,1,8:33 PM
#DotardTrump,2,8:34 PM
#DotardTrump,1,8:35 PM
#DotardTrump,0,8:36 PM
#DotardTrump,1,8:37 PM
#DotardTrump,2,8:38 PM
#DotardTrump,0,8:39 PM
#DotardTrump,2,8:40 PM
#DotardTrump,3,8:41 PM
#DotardTrump,1,8:42 PM
#DotardTrump,3,8:43 PM
#DotardTrump,1,8:44 PM
#DotardTrump,1,8:45 PM
#DotardTrump,1,8:46 PM
#DotardTrump,1,8:47 PM
#DotardTrump,1,8:48 PM
#DotardTrump,0,8:49 PM
#DotardTrump,1,8:50 PM
#DotardTrump,4,8:51 PM
#DotardTrump,0,8:52 PM
#DotardTrump,2,8:53 PM
#DotardTrump,1,8:54 PM
#DotardTrump,1,8:55 PM
#DotardTrump,0,8:56 PM
#DotardTrump,1,8:57 PM
#DotardTrump,1,8:58 PM
#DotardTrump,1,8:59 PM
#DotardTrump,2,9:00 PM
#DotardTrump,0,9:01 PM
#DotardTrump,1,9:02 PM
#DotardTrump,4,9:03 PM
#DotardTrump,3,9:04 PM
#DotardTrump,3,9:05 PM
#DotardTrump,3,9:06 PM
#DotardTrump,1,9:07 PM
#DotardTrump,0,9:08 PM
#DotardTrump,1,9:09 PM
#DotardTrump,0,9:10 PM
#DotardTrump,1,9:11 PM
#DotardTrump,0,9:12 PM
#DotardTrump,0,9:13 PM
#DotardTrump,0,9:14 PM
#DotardTrump,0,9:15 PM
#DotardTrump,0,9:16 PM
#DotardTrump,1,9:17 PM
#FirstDayofFall,72,7:06 PM
#FirstDayofFall,81,7:07 PM
#FirstDayofFall,77,7:08 PM
#FirstDayofFall,88,7:09 PM
#FirstDayofFall,98,7:10 PM
#FirstDayofFall,91,7:11 PM
#FirstDayofFall,90,7:12 PM
#FirstDayofFall,93,7:13 PM
#FirstDayofFall,80,7:14 PM
#FirstDayofFall,103,7:15 PM
#FirstDayofFall,72,7:16 PM
#FirstDayofFall,90,7:17 PM
#FirstDayofFall,87,7:18 PM
#FirstDayofFall,93,7:19 PM
#FirstDayofFall,89,7:20 PM
#FirstDayofFall,101,7:21 PM
#FirstDayofFall,86,7:22 PM
#FirstDayofFall,99,7:23 PM
#FirstDayofFall,96,7:24 PM
#FirstDayofFall,103,7:25 PM
#FirstDayofFall,92,7:26 PM
#FirstDayofFall,84,7:27 PM
#FirstDayofFall,79,7:28 PM
#FirstDayofFall,93,7:29 PM
#FirstDayofFall,107,7:30 PM
#FirstDayofFall,96,7:31 PM
#FirstDayofFall,114,7:32 PM
#FirstDayofFall,131,7:33 PM
#FirstDayofFall,97,7:34 PM
#FirstDayofFall,90,7:35 PM
#FirstDayofFall,76,7:36 PM
#FirstDayofFall,84,7:37 PM
#FirstDayofFall,85,7:38 PM
#FirstDayofFall,74,7:39 PM
#FirstDayofFall,86,7:40 PM
#FirstDayofFall,79,7:41 PM
#FirstDayofFall,83,7:42 PM
#FirstDayofFall,60,7:43 PM
#FirstDayofFall,77,7:44 PM
#FirstDayofFall,78,7:45 PM
#FirstDayofFall,67,7:46 PM
#FirstDayofFall,53,7:47 PM
#FirstDayofFall,86,7:48 PM
#FirstDayofFall,81,7:49 PM
#FirstDayofFall,60,7:50 PM
#FirstDayofFall,74,7:51 PM
#FirstDayofFall,71,7:52 PM
#FirstDayofFall,70,7:53 PM
#FirstDayofFall,66,7:54 PM
#FirstDayofFall,65,7:55 PM
#FirstDayofFall,78,7:56 PM
#FirstDayofFall,85,7:57 PM
#FirstDayofFall,77,7:58 PM
#FirstDayofFall,63,7:59 PM
#FirstDayofFall,76,8:00 PM
#FirstDayofFall,81,8:01 PM
#FirstDayofFall,63,8:02 PM
#FirstDayofFall,71,8:03 PM
#FirstDayofFall,79,8:04 PM
#FirstDayofFall,72,8:05 PM
#FirstDayofFall,51,8:06 PM
#FirstDayofFall,53,8:07 PM
#FirstDayofFall,58,8:08 PM
#FirstDayofFall,59,8:09 PM
#FirstDayofFall,73,8:10 PM
#FirstDayofFall,75,8:11 PM
#FirstDayofFall,68,8:12 PM
#FirstDayofFall,77,8:13 PM
#FirstDayofFall,56,8:14 PM
#FirstDayofFall,74,8:15 PM
#FirstDayofFall,60,8:16 PM
#FirstDayofFall,72,8:17 PM
#FirstDayofFall,74,8:18 PM
#FirstDayofFall,64,8:19 PM
#FirstDayofFall,57,8:20 PM
#FirstDayofFall,54,8:21 PM
#FirstDayofFall,70,8:22 PM
#FirstDayofFall,44,8:23 PM
#FirstDayofFall,64,8:24 PM
#FirstDayofFall,71,8:25 PM
#FirstDayofFall,56,8:26 PM
#FirstDayofFall,62,8:27 PM
#FirstDayofFall,61,8:28 PM
#FirstDayofFall,70,8:29 PM
#FirstDayofFall,58,8:30 PM
#FirstDayofFall,59,8:31 PM
#FirstDayofFall,61,8:32 PM
#FirstDayofFall,52,8:33 PM
#FirstDayofFall,68,8:34 PM
#FirstDayofFall,62,8:35 PM
#FirstDayofFall,57,8:36 PM
#FirstDayofFall,56,8:37 PM
#FirstDayofFall,75,8:38 PM
#FirstDayofFall,60,8:39 PM
#FirstDayofFall,69,8:40 PM
#FirstDayofFall,66,8:41 PM
#FirstDayofFall,64,8:42 PM
#FirstDayofFall,59,8:43 PM
#FirstDayofFall,48,8:44 PM
#FirstDayofFall,63,8:45 PM
#FirstDayofFall,61,8:46 PM
#FirstDayofFall,64,8:47 PM
#FirstDayofFall,50,8:48 PM
#FirstDayofFall,73,8:49 PM
#FirstDayofFall,68,8:50 PM
#FirstDayofFall,64,8:51 PM
#FirstDayofFall,58,8:52 PM
#FirstDayofFall,73,8:53 PM
#FirstDayofFall,60,8:54 PM
#FirstDayofFall,58,8:55 PM
#FirstDayofFall,56,8:56 PM
#FirstDayofFall,68,8:57 PM
#FirstDayofFall,66,8:58 PM
#FirstDayofFall,51,8:59 PM
#FirstDayofFall,65,9:00 PM
#FirstDayofFall,61,9:01 PM
#FirstDayofFall,44,9:02 PM
#FirstDayofFall,65,9:03 PM
#FirstDayofFall,63,9:04 PM
#FirstDayofFall,80,9:05 PM
#FirstDayofFall,52,9:06 PM
#FirstDayofFall,54,9:07 PM
#FirstDayofFall,49,9:08 PM
#FirstDayofFall,36,9:09 PM
#FirstDayofFall,46,9:10 PM
#FirstDayofFall,62,9:11 PM
#FirstDayofFall,49,9:12 PM
#FirstDayofFall,56,9:13 PM
#FirstDayofFall,62,9:14 PM
#FirstDayofFall,66,9:15 PM
#FirstDayofFall,64,9:16 PM
#FirstDayofFall,24,9:17 PM
#FlashbackFriday,2,7:06 PM
#FlashbackFriday,2,7:07 PM
#FlashbackFriday,3,7:08 PM
#FlashbackFriday,3,7:09 PM
#FlashbackFriday,0,7:10 PM
#FlashbackFriday,4,7:11 PM
#FlashbackFriday,1,7:12 PM
#FlashbackFriday,4,7:13 PM
#FlashbackFriday,0,7:14 PM
#FlashbackFriday,4,7:15 PM
#FlashbackFriday,3,7:16 PM
#FlashbackFriday,4,7:17 PM
#FlashbackFriday,2,7:18 PM
#FlashbackFriday,7,7:19 PM
#FlashbackFriday,4,7:20 PM
#FlashbackFriday,6,7:21 PM
#FlashbackFriday,5,7:22 PM
#FlashbackFriday,5,7:23 PM
#FlashbackFriday,3,7:24 PM
#FlashbackFriday,2,7:25 PM
#FlashbackFriday,5,7:26 PM
#FlashbackFriday,0,7:27 PM
#FlashbackFriday,6,7:28 PM
#FlashbackFriday,9,7:29 PM
#FlashbackFriday,5,7:30 PM
#FlashbackFriday,4,7:31 PM
#FlashbackFriday,8,7:32 PM
#FlashbackFriday,3,7:33 PM
#FlashbackFriday,1,7:34 PM
#FlashbackFriday,3,7:35 PM
#FlashbackFriday,1,7:36 PM
#FlashbackFriday,4,7:37 PM
#FlashbackFriday,0,7:38 PM
#FlashbackFriday,0,7:39 PM
#FlashbackFriday,1,7:40 PM
#FlashbackFriday,2,7:41 PM
#FlashbackFriday,1,7:42 PM
#FlashbackFriday,1,7:43 PM
#FlashbackFriday,3,7:44 PM
#FlashbackFriday,2,7:45 PM
#FlashbackFriday,1,7:46 PM
#FlashbackFriday,1,7:47 PM
#FlashbackFriday,1,7:48 PM
#FlashbackFriday,1,7:49 PM
#FlashbackFriday,1,7:50 PM
#FlashbackFriday,0,7:51 PM
#FlashbackFriday,2,7:52 PM
#FlashbackFriday,1,7:53 PM
#FlashbackFriday,2,7:54 PM
#FlashbackFriday,0,7:55 PM
#FlashbackFriday,0,7:56 PM
#FlashbackFriday,2,7:57 PM
#FlashbackFriday,0,7:58 PM
#FlashbackFriday,2,7:59 PM
#FlashbackFriday,1,8:00 PM
#FlashbackFriday,1,8:01 PM
#FlashbackFriday,2,8:02 PM
#FlashbackFriday,1,8:03 PM
#FlashbackFriday,1,8:04 PM
#FlashbackFriday,1,8:05 PM
#FlashbackFriday,1,8:06 PM
#FlashbackFriday,0,8:07 PM
#FlashbackFriday,1,8:08 PM
#FlashbackFriday,1,8:09 PM
#FlashbackFriday,1,8:10 PM
#FlashbackFriday,5,8:11 PM
#FlashbackFriday,6,8:12 PM
#FlashbackFriday,4,8:13 PM
#FlashbackFriday,2,8:14 PM
#FlashbackFriday,1,8:15 PM
#FlashbackFriday,1,8:16 PM
#FlashbackFriday,1,8:17 PM
#FlashbackFriday,3,8:18 PM
#FlashbackFriday,1,8:19 PM
#FlashbackFriday,1,8:20 PM
#FlashbackFriday,2,8:21 PM
#FlashbackFriday,0,8:22 PM
#FlashbackFriday,0,8:23 PM
#FlashbackFriday,1,8:24 PM
#FlashbackFriday,0,8:25 PM
#FlashbackFriday,0,8:26 PM
#FlashbackFriday,0,8:27 PM
#FlashbackFriday,1,8:28 PM
#FlashbackFriday,1,8:29 PM
#FlashbackFriday,1,8:30 PM
#FlashbackFriday,1,8:31 PM
#FlashbackFriday,0,8:32 PM
#FlashbackFriday,1,8:33 PM
#FlashbackFriday,0,8:34 PM
#FlashbackFriday,2,8:35 PM
#FlashbackFriday,0,8:36 PM
#FlashbackFriday,0,8:37 PM
#FlashbackFriday,2,8:38 PM
#FlashbackFriday,3,8:39 PM
#FlashbackFriday,1,8:40 PM
#FlashbackFriday,1,8:41 PM
#FlashbackFriday,1,8:42 PM
#FlashbackFriday,2,8:43 PM
#FlashbackFriday,1,8:44 PM
#FlashbackFriday,0,8:45 PM
#FlashbackFriday,1,8:46 PM
#FlashbackFriday,0,8:47 PM
#FlashbackFriday,2,8:48 PM
#FlashbackFriday,0,8:49 PM
#FlashbackFriday,1,8:50 PM
#FlashbackFriday,1,8:51 PM
#FlashbackFriday,1,8:52 PM
#FlashbackFriday,0,8:53 PM
#FlashbackFriday,1,8:54 PM
#FlashbackFriday,2,8:55 PM
#FlashbackFriday,1,8:56 PM
#FlashbackFriday,1,8:57 PM
#FlashbackFriday,0,8:58 PM
#FlashbackFriday,0,8:59 PM
#FlashbackFriday,0,9:00 PM
#FlashbackFriday,0,9:01 PM
#FlashbackFriday,0,9:02 PM
#FlashbackFriday,0,9:03 PM
#FlashbackFriday,1,9:04 PM
#FlashbackFriday,1,9:05 PM
#FlashbackFriday,0,9:06 PM
#FlashbackFriday,1,9:07 PM
#FlashbackFriday,1,9:08 PM
#FlashbackFriday,0,9:09 PM
#FlashbackFriday,0,9:10 PM
#FlashbackFriday,0,9:11 PM
#FlashbackFriday,1,9:12 PM
#FlashbackFriday,0,9:13 PM
#FlashbackFriday,2,9:14 PM
#FlashbackFriday,0,9:15 PM
#FlashbackFriday,0,9:16 PM
#FlashbackFriday,0,9:17 PM
#FridayFeeling,2,7:06 PM
#FridayFeeling,7,7:07 PM
#FridayFeeling,5,7:08 PM
#FridayFeeling,6,7:09 PM
#FridayFeeling,6,7:10 PM
#FridayFeeling,6,7:11 PM
#FridayFeeling,3,7:12 PM
#FridayFeeling,6,7:13 PM
#FridayFeeling,5,7:14 PM
#FridayFeeling,7,7:15 PM
#FridayFeeling,4,7:16 PM
#FridayFeeling,6,7:17 PM
#FridayFeeling,6,7:18 PM
#FridayFeeling,9,7:19 PM
#FridayFeeling,6,7:20 PM
#FridayFeeling,9,7:21 PM
#FridayFeeling,9,7:22 PM
#FridayFeeling,7,7:23 PM
#FridayFeeling,5,7:24 PM
#FridayFeeling,5,7:25 PM
#FridayFeeling,8,7:26 PM
#FridayFeeling,4,7:27 PM
#FridayFeeling,11,7:28 PM
#FridayFeeling,11,7:29 PM
#FridayFeeling,12,7:30 PM
#FridayFeeling,12,7:31 PM
#FridayFeeling,47,7:32 PM
#FridayFeeling,27,7:33 PM
#FridayFeeling,32,7:34 PM
#FridayFeeling,5,7:35 PM
#FridayFeeling,4,7:36 PM
#FridayFeeling,6,7:37 PM
#FridayFeeling,5,7:38 PM
#FridayFeeling,1,7:39 PM
#FridayFeeling,6,7:40 PM
#FridayFeeling,2,7:41 PM
#FridayFeeling,7,7:42 PM
#FridayFeeling,5,7:43 PM
#FridayFeeling,6,7:44 PM
#FridayFeeling,6,7:45 PM
#FridayFeeling,2,7:46 PM
#FridayFeeling,2,7:47 PM
#FridayFeeling,5,7:48 PM
#FridayFeeling,2,7:49 PM
#FridayFeeling,1,7:50 PM
#FridayFeeling,3,7:51 PM
#FridayFeeling,2,7:52 PM
#FridayFeeling,3,7:53 PM
#FridayFeeling,1,7:54 PM
#FridayFeeling,1,7:55 PM
#FridayFeeling,6,7:56 PM
#FridayFeeling,12,7:57 PM
#FridayFeeling,6,7:58 PM
#FridayFeeling,3,7:59 PM
#FridayFeeling,6,8:00 PM
#FridayFeeling,28,8:01 PM
#FridayFeeling,5,8:02 PM
#FridayFeeling,4,8:03 PM
#FridayFeeling,9,8:04 PM
#FridayFeeling,6,8:05 PM
#FridayFeeling,8,8:06 PM
#FridayFeeling,6,8:07 PM
#FridayFeeling,3,8:08 PM
#FridayFeeling,2,8:09 PM
#FridayFeeling,4,8:10 PM
#FridayFeeling,6,8:11 PM
#FridayFeeling,10,8:12 PM
#FridayFeeling,7,8:13 PM
#FridayFeeling,4,8:14 PM
#FridayFeeling,5,8:15 PM
#FridayFeeling,5,8:16 PM
#FridayFeeling,4,8:17 PM
#FridayFeeling,5,8:18 PM
#FridayFeeling,0,8:19 PM
#FridayFeeling,3,8:20 PM
#FridayFeeling,3,8:21 PM
#FridayFeeling,0,8:22 PM
#FridayFeeling,6,8:23 PM
#FridayFeeling,4,8:24 PM
#FridayFeeling,8,8:25 PM
#FridayFeeling,4,8:26 PM
#FridayFeeling,2,8:27 PM
#FridayFeeling,7,8:28 PM
#FridayFeeling,2,8:29 PM
#FridayFeeling,2,8:30 PM
#FridayFeeling,1,8:31 PM
#FridayFeeling,10,8:32 PM
#FridayFeeling,6,8:33 PM
#FridayFeeling,2,8:34 PM
#FridayFeeling,6,8:35 PM
#FridayFeeling,2,8:36 PM
#FridayFeeling,2,8:37 PM
#FridayFeeling,5,8:38 PM
#FridayFeeling,5,8:39 PM
#FridayFeeling,1,8:40 PM
#FridayFeeling,4,8:41 PM
#FridayFeeling,5,8:42 PM
#FridayFeeling,4,8:43 PM
#FridayFeeling,2,8:44 PM
#FridayFeeling,5,8:45 PM
#FridayFeeling,4,8:46 PM
#FridayFeeling,1,8:47 PM
#FridayFeeling,2,8:48 PM
#FridayFeeling,3,8:49 PM
#FridayFeeling,6,8:50 PM
#FridayFeeling,3,8:51 PM
#FridayFeeling,5,8:52 PM
#FridayFeeling,5,8:53 PM
#FridayFeeling,0,8:54 PM
#FridayFeeling,4,8:55 PM
#FridayFeeling,0,8:56 PM
#FridayFeeling,2,8:57 PM
#FridayFeeling,2,8:58 PM
#FridayFeeling,3,8:59 PM
#FridayFeeling,0,9:00 PM
#FridayFeeling,1,9:01 PM
#FridayFeeling,2,9:02 PM
#FridayFeeling,1,9:03 PM
#FridayFeeling,7,9:04 PM
#FridayFeeling,3,9:05 PM
#FridayFeeling,1,9:06 PM
#FridayFeeling,3,9:07 PM
#FridayFeeling,2,9:08 PM
#FridayFeeling,3,9:09 PM
#FridayFeeling,3,9:10 PM
#FridayFeeling,3,9:11 PM
#FridayFeeling,2,9:12 PM
#FridayFeeling,3,9:13 PM
#FridayFeeling,3,9:14 PM
#FridayFeeling,3,9:15 PM
#FridayFeeling,1,9:16 PM
#FridayFeeling,0,9:17 PM
